Season_Year,Player,PPG
2009,Mario Hezonja,6.83895123
2009,Raulzinho Neto,5.4845679
2009,Jerian Grant,6.00245264
2009,Dwight Powell,8.19239877
2009,Kyle Anderson,5.93533174
2009,Andre Roberson,5.71094033
2009,Noah Vonleh,5.48139429
2009,Rashad Vaughn,3.1
2009,Justin Anderson,5.43757576
2009,Chris Johnson,2.92857143
2009,Mike Muscala,5.49330357
2009,Myles Turner,13.1494714
2009,Dario Saric,12.1817426
2009,Tyler Johnson,12.0980033
2009,T.J. Warren,17.9268676
2009,Sean Kilpatrick,13.1285714
2009,Seth Curry,11.0235159
2009,Buddy Hield,15.9784129
2009,Jamal Murray,15.8249485
2009,Malcolm Brogdon,14.1347762
2009,Jon Leuer,10.2266667
2009,Marquese Chriss,8.73109488
2009,Brandon Ingram,16.8859114
2009,Rondae Hollis-Jefferson,9.61612023
2009,Jusuf Nurkic,13.3795764
2009,Norman Powell,9.60748988
2009,Justin Holiday,9.63722296
2009,Willie Cauley-Stein,10.0123981
2009,Willy Hernangomez,7.70569923
2009,Troy Daniels,8.56130739
2009,Isaiah Whitehead,7.43835616
2009,Montrezl Harrell,13.8257039
2009,Ian Clark,6.99114504
2009,Jaylen Brown,13.622874
2009,Sam Dekker,5.34806974
2009,"Kelly Oubre, Jr.",12.9899222
2009,Rodney McGruder,5.7774309
2009,Kyle O'Quinn,6.71066908
2009,Jonathon Simmons,10.0671683
2009,Domantas Sabonis,12.5358275
2009,Tim Frazier,5.12524989
2009,"Larry Nance, Jr.",8.80960996
2009,Timothe Luwawu-Cabarrot,6.44927536
2009,Tyler Ulis,5.02716848
2009,Justin Hamilton,6.90625
2009,Bobby Portis,10.0516055
2009,Spencer Dinwiddie,14.3280269
2009,James Ennis,6.7752107
2009,Andrew Harrison,5.90277778
2009,Mindaugas Kuzminskas,6.25
2009,Terry Rozier,10.9381415
2009,Alex Abrines,5.33862745
2009,Nemanja Bjelica,8.53529067
2009,Meyers Leonard,5.63568897
2009,Malcolm Delaney,5.35616438
2009,Dewayne Dedmon,8.62394772
2009,Tarik Black,4.62291484
2009,Joffrey Lauvergne,5.35714286
2009,Willie Reed,5.26760563
2009,Dorian Finney-Smith,7.12548542
2009,Taurean Prince,10.6260141
2009,Luke Babbitt,4.76470588
2009,Cristiano Felicio,4.39393939
2009,Juancho Hernangomez,5.37396313
2009,Davis Bertans,8.46564866
2009,Kris Dunn,5.53506787
2009,Denzel Valentine,7.63704716
2009,Patrick McCaw,3.99468742
2009,Lucas Nogueira,4.43859649
2009,Thon Maker,4.62648286
2009,Salah Mejri,3.21300247
2009,Tyus Jones,5.72125271
2009,Semaj Christon,2.859375
2009,Jakob Poeltl,5.27501496
2009,Tomas Satoransky,7.16250722
2009,DeAndre Liggins,2.09649611
2009,James McAdoo,2.82692308
2009,Cole Aldrich,1.69354839
2009,Donovan Mitchell,22.7314834
2009,Joel Embiid,24.4775084
2009,Ben Simmons,16.3842569
2009,Kyle Kuzma,15.8784188
2009,Jayson Tatum,17.6911904
2009,Dennis Smith,15.1884058
2009,Josh Richardson,14.396717
2009,Lauri Markkanen,14.9655882
2009,Josh Jackson,12.3309222
2009,Bogdan Bogdanovic,13.6822695
2009,Dillon Brooks,13.5646509
2009,Caris LeVert,12.084507
2009,Joe Harris,13.0024301
2009,De'Aaron Fox,16.6502986
2009,Yogi Ferrell,8.06750258
2009,John Collins,14.9877049
2009,Reggie Bullock,11.2718894
2009,Fred VanVleet,12.4047779
2009,Dejounte Murray,9.49158249
2009,Shabazz Napier,9.51206564
2009,Darius Miller,7.99284199
2009,Pascal Siakam,15.6822016
2009,Jarrett Allen,10.0455688
2009,Jarell Martin,7.73972603
2009,Luke Kennard,11.0532362
2009,Delon Wright,7.88475151
2009,David Nwaba,6.56428571
2009,Bryn Forbes,9.98413505
2009,Emmanuel Mudiay,10.2506833
2009,Dragan Bender,6.47560976
2009,Skal Labissiere,7.23712121
2009,Josh Hart,8.60038149
2009,Bam Adebayo,10.573318
2009,Frank Ntilikina,6.09952767
2009,Justin Jackson,6.46591904
2009,Isaiah Taylor,6.64179104
2009,Pat Connaughton,5.88427415
2009,Ogugua Anunoby,7.84736911
2009,Malik Monk,8.62743021
2009,Quincy Acy,5.87142857
2009,Maxi Kleber,7.09105937
2009,Deyonta Davis,5.80645161
2009,Royce O'Neale,5.5013882
2009,Daniel Theis,6.72226292
2009,Zach Collins,5.53679654
2009,Sindarius Thornwell,2.41588185
2009,Treveon Graham,4.37575758
2009,Kevon Looney,5.14772727
2009,Jordan Bell,3.9379515
2009,Cheick Diallo,5.46574519
2009,Cedi Osman,9.32908896
2009,Wesley Iwundu,4.81602442
2009,Malik Beasley,8.55469872
2009,Semi Ojeleye,3.04576137
2009,Terrance Ferguson,4.65312151
2009,Josh Huestis,2.30434783
2009,Brandon Paul,2.296875
2009,Abdel Nader,4.42173787
2009,Eric Moreland,2.13432836
2009,Trae Young,24.3783951
2009,Luka Doncic,25.015255
2009,Collin Sexton,18.7366792
2009,Deandre Ayton,16.3239437
2009,Kevin Knox,9.64307692
2009,Marvin Bagley III,14.8870968
2009,Shai Gilgeous-Alexander,14.9278746
2009,Monte Morris,9.70957234
2009,"Jaren Jackson, Jr.",15.5635209
2009,Damyean Dotson,8.67936644
2009,Thomas Bryant,10.5277778
2009,Kevin Huerter,10.9538095
2009,Landry Shamet,9.21112969
2009,Jonathan Isaac,9.6
2009,Allonzo Trier,10.859375
2009,DeAndre' Bembry,7.08437323
2009,Mikal Bridges,8.73922486
2009,Jalen Brunson,8.73155491
2009,Derrick White,10.5727612
2009,Miles Bridges,10.2158654
2009,Richaun Holmes,8.17142857
2009,Josh Okogie,8.14973845
2009,Ryan Arcidiacono,5.60802469
2009,Jake Layman,7.61971831
2009,Rodions Kurucs,8.47619048
2009,Ivica Zubac,8.58804143
2009,Wayne Selden,6.85333333
2009,Quinn Cook,6.87837838
2009,Frank Jackson,7.20144485
2009,Mitchell Robinson,8.510308
2009,Jahlil Okafor,8.20338983
2009,Shaquille Harrison,6.49315068
2009,Lonzo Ball,10.8595069
2009,Ante Zizic,7.77966102
2009,"Wendell Carter, Jr.",10.3409091
2009,Torrey Craig,5.58218391
2009,Boban Marjanovic,7.27586207
2009,Derrick Jones,7.7539548
2009,Harry Giles,7.03448276
2009,Sterling Brown,5.76458886
2009,Alfonzo McKinnie,4.68055556
2009,"Bruce Brown, Jr.",6.61230196
2009,Mohamed Bamba,5.78380233
2009,Cameron Payne,6.25
2009,Georges Niang,4.96122239
2009,Chandler Hutchison,5.20454545
2009,T.J. Leaf,3.87931034
2009,Tyrone Wallace,3.51612903
2009,Markelle Fultz,10.120614
2009,Damian Jones,5.49015152
2009,John Holland,0
2009,Zach Lofton,0
2009,Ja Morant,17.8059701
2009,Devonte' Graham,18.1746032
2009,Kendrick Nunn,15.2835821
2009,Duncan Robinson,13.4657534
2009,Coby White,13.2153846
2009,Eric Paschall,13.95
2009,Christian Wood,13.0645161
2009,R.J. Barrett,14.3392857
2009,De'Andre Hunter,12.3492063
2009,Tyler Herro,13.5090909
2009,Darius Garland,12.3389831
2009,"Troy Brown, Jr.",10.3768116
2009,P.J. Washington,12.2413793
2009,Furkan Korkmaz,9.77777778
2009,Brandon Clarke,12.0689655
2009,Danuel House,10.5079365
2009,Aaron Holiday,9.5
2009,Damion Lee,12.6734694
2009,Donte DiVincenzo,9.24242424
2009,Cam Reddish,10.5172414
2009,Jarrett Culver,9.20634921
2009,Anfernee Simons,8.27142857
2009,Terence Davis,7.54166667
2009,"Gary Trent, Jr.",8.86885246
2009,"Michael Porter, Jr.",9.30909091
2009,Cameron Johnson,8.84210526
2009,Svi Mykhailiuk,9
2009,Jordan Poole,8.8245614
2009,"Kevin Porter, Jr.",9.96
2009,Brad Wanamaker,6.85915493
2009,Jaxson Hayes,7.375
2009,De'Anthony Melton,7.58333333
2009,Chris Boucher,6.62903226
2009,Nicolo Melli,6.58333333
2009,Lonnie Walker,6.37704918
2009,Omari Spellman,7.55102041
2009,Alex Caruso,5.453125
2009,Darius Bazley,5.60655738
2009,Isaac Bonga,5
2009,Jerome Robinson,5.06349206
2009,Matisse Thybulle,4.69230769
2009,Jevon Carter,4.94827586
2009,Tony Bradley,4.9137931
2009,Bruno Fernando,4.28571429
2009,Cody Martin,4.95833333
2009,Grant Williams,3.43478261
2009,Dwayne Bacon,5.74358974
2009,Elie Okobo,3.98181818
2009,Goga Bitadze,3.18518519
2009,Nassir Little,3.58333333
2010,Vince Carter,16.5866667
2010,Tim Duncan,17.8846154
2010,Glenn Robinson,16.307483
2010,Dirk Nowitzki,25.0246914
2010,Paul Pierce,18.2535211
2010,Andre Miller,13.9756098
2010,Jason Terry,16.6233766
2010,Mike Miller,11.2987199
2010,Hedo Turkoglu,11.2837838
2010,Pau Gasol,18.3076923
2010,Richard Jefferson,12.2716049
2010,Tony Parker,15.3156957
2010,Joe Johnson,21.3026316
2010,Tyson Chandler,8.64466891
2010,Caron Butler,16.2972973
2010,Amar'e Stoudemire,23.1219512
2010,Drew Gooden,10.9
2010,Jamal Crawford,18.0379747
2010,Maybyner Nene,13.8414634
2010,Carlos Boozer,19.474359
2010,Zach Randolph,20.7530864
2010,Rasual Butler,11.9390244
2010,Manu Ginobili,16.4933333
2010,Mike Dunleavy,11.0569287
2010,Carmelo Anthony,28.1594203
2010,LeBron James,29.7105263
2010,Dwyane Wade,26.5584416
2010,Kirk Hinrich,10.8783784
2010,Tayshaun Prince,11.5157063
2010,Udonis Haslem,9.88461538
2010,Leandro Barbosa,10.6567339
2010,Chris Kaman,18.5263158
2010,Steve Blake,7.325
2010,Boris Diaw,11.2804878
2010,Kyle Korver,9.7512061
2010,David West,19.0246914
2010,Chris Andersen,5.89473684
2010,Dwight Howard,18.3292683
2010,Mo Williams,15.826087
2010,J.R. Smith,15.4133333
2010,Andre Iguodala,17.0853659
2010,Josh Smith,15.6666667
2010,Jameer Nelson,12.5846154
2010,Matt Bonner,7.03076923
2010,Tony Allen,6.11111111
2010,Al Jefferson,17.1184211
2010,Beno Udrih,12.9493671
2010,Trevor Ariza,14.8888889
2010,Nick Collison,5.85333333
2010,Zaza Pachulia,4.26923077
2010,Devin Harris,10.3790413
2010,James Jones,5.75430984
2010,Chris Paul,18.4849737
2010,Luol Deng,17.5714286
2010,Raymond Felton,12.1
2010,Deron Williams,18.6710526
2010,Andrew Bogut,8.84191446
2010,Marvin Williams,10.1234568
2010,Jarrett Jack,11.3536585
2010,Shaun Livingston,5.88409373
2010,Monta Ellis,25.484375
2010,Rudy Gay,19.5875
2010,Gerald Green,10.1291542
2010,Randy Foye,10.0571429
2010,Matt Barnes,8.83950617
2010,Channing Frye,11.1604938
2010,Jose Calderon,9.30785522
2010,Paul Millsap,11.6341463
2010,Anderson Varejao,8.56578947
2010,Rajon Rondo,13.7037037
2010,Kendrick Perkins,10.1410256
2010,Jordan Farmar,7.20731707
2010,Thabo Sefolosha,5.96341463
2010,Kevin Durant,30.1463415
2010,LaMarcus Aldridge,17.8589744
2010,Lou Williams,16.3096965
2010,David Lee,20.2469136
2010,Luis Scola,16.2073171
2010,Jeff Green,15.1097561
2010,Al Horford,14.1728395
2010,Kyle Lowry,15.83623
2010,Brandon Bass,10.1168552
2010,Thaddeus Young,13.0634862
2010,Nick Young,8.63513514
2010,Joakim Noah,10.734375
2010,Corey Brewer,13
2010,Rodney Stuckey,16.6438356
2010,Jared Dudley,8.2195122
2010,Jason Smith,5.92645434
2010,Spencer Hawes,10.0416667
2010,Glen Davis,6.2962963
2010,Arron Afflalo,8.82926829
2010,Amir Johnson,6.23170732
2010,Sergio Rodriguez,4.91470588
2010,O.J. Mayo,17.4634146
2010,Derrick Rose,20.7564103
2010,Russell Westbrook,16.1219512
2010,Eric Gordon,16.6282574
2010,Wilson Chandler,13.8664852
2010,Michael Beasley,14.8205128
2010,Brook Lopez,18.804878
2010,Ramon Sessions,8.2195122
2010,Marc Gasol,15.0174328
2010,Jason Thompson,12.52
2010,Kevin Love,18.9028904
2010,Mike Conley,11.9875
2010,Aaron Brooks,19.5609756
2010,D.J. Augustin,6.35
2010,Mario Chalmers,7.1369863
2010,C.J. Watson,6.4621461
2010,C.J. Miles,9.87301587
2010,Courtney Lee,12.4647887
2010,Carl Landry,16.7875
2010,J.J. Barea,7.64102564
2010,Brandon Rush,9.43902439
2010,Marreese Speights,8.20172863
2010,Luc Mbah a Moute,6.20547945
2010,Roy Hibbert,11.6790123
2010,JaVale McGee,8.30537606
2010,George Hill,12.3589744
2010,Nicolas Batum,11.9317411
2010,Darrell Arthur,7.08232406
2010,J.J. Redick,9.6097561
2010,Marcin Gortat,3.61728395
2010,Tyreke Evans,20.1388889
2010,Stephen Curry,17.4875
2010,Brandon Jennings,15.4878049
2010,Danilo Gallinari,15.0740741
2010,Darren Collison,12.4473684
2010,Ersan Ilyasova,10.3703704
2010,Wesley Matthews,9.37804878
2010,James Harden,9.90789474
2010,Jonas Jerebko,9.2625
2010,Taj Gibson,8.96341463
2010,J.J. Hickson,8.50617284
2010,DeMar DeRozan,8.5974026
2010,Goran Dragic,7.9375
2010,Jerryd Bayless,8.51351351
2010,Jrue Holiday,8.04109589
2010,Ty Lawson,8.33846154
2010,Wayne Ellington,6.64473684
2010,Ryan Anderson,7.73015873
2010,Serge Ibaka,6.31506849
2010,DeAndre Jordan,4.8
2010,Jeff Teague,3.21126761
2010,DeMarre Carroll,2.94366197
2010,Blake Griffin,21.8514845
2010,DeMarcus Cousins,21.4263497
2010,Marco Belinelli,10.3471456
2010,Jodie Meeks,9.76655057
2010,Tyler Hansbrough,7.73029187
2010,Greg Monroe,13.3363418
2010,Wesley Johnson,7.00330073
2010,Evan Turner,9.77483768
2010,Eric Bledsoe,14.5446803
2010,Josh McRoberts,6.15555284
2010,Derrick Favors,10.7727451
2010,Dante Cunningham,5.87804572
2010,Al-Farouq Aminu,7.37100305
2010,Jordan Hill,9.03886443
2010,Gordon Hayward,15.2684195
2010,Greivis Vasquez,9.08755958
2010,Omer Asik,5.84350809
2010,John Wall,19.4846272
2010,Klay Thompson,19.393003
2010,Kemba Walker,19.9661851
2010,Paul George,21.1931774
2010,Isaiah Thomas,17.9418719
2010,Anthony Morrow,9.17017978
2010,MarShon Brooks,8.19728052
2010,Alonzo Gee,8.42530101
2010,Danny Green,9.08955415
2010,Derrick Williams,8.75628494
2010,James Johnson,10.1666965
2010,Iman Shumpert,7.83841768
2010,Tiago Splitter,9.27906815
2010,Kawhi Leonard,18.6801445
2010,Tristan Thompson,9.22320451
2010,Patrick Patterson,6.75074297
2010,Avery Bradley,11.9127988
2010,Markieff Morris,11.1604903
2010,Kevin Seraphin,7.88540973
2010,Norris Cole,6.60348616
2010,Alec Burks,9.95693881
2010,Trevor Booker,7.41957538
2010,Ed Davis,6.51119727
2010,Ian Mahinmi,5.68195352
2010,Robin Lopez,9.4001701
2010,Ekpe Udoh,4.13173302
2010,Bismack Biyombo,5.36007897
2010,Enes Kanter,11.3902209
2010,Nikola Vucevic,15.4933056
2010,Quincy Pondexter,5.92121351
2010,Shelvin Mack,6.65258375
2010,Damian Lillard,24.4273789
2010,Jeremy Lin,11.6808232
2010,Kenneth Faried,11.868446
2010,Harrison Barnes,13.9728792
2010,Kyle Singler,6.93463056
2010,Jimmy Butler,18.057898
2010,Michael Kidd-Gilchrist,8.51826456
2010,Lance Stephenson,9.48209791
2010,Kosta Koufos,6.61965316
2010,Maurice Harkless,7.42820222
2010,Tyler Zeller,6.79052575
2010,Marcus Morris,12.5256334
2010,E'Twaun Moore,9.41228937
2010,Brian Roberts,7.72827635
2010,Jonas Valanciunas,11.985114
2010,P.J. Tucker,7.49279439
2010,Terrence Ross,11.1109989
2010,Lavoy Allen,4.69295151
2010,Jae Crowder,9.6769419
2010,Austin Rivers,9.52429627
2010,Reggie Jackson,13.4301611
2010,Thomas Robinson,4.64131455
2010,Will Barton,12.5593805
2010,Pablo Prigioni,3.80759663
2010,Draymond Green,8.92082394
2010,Festus Ezeli,2.44871795
2010,Lance Thomas,3.30380775
2010,Kent Bazemore,9.01192554
2010,Kyrie Irving,23.2000038
2010,Bradley Beal,22.3785148
2010,Michael Carter-Williams,15.6538961
2010,Dion Waiters,12.4730769
2010,Victor Oladipo,17.5986733
2010,Andre Drummond,15.319585
2010,Gerald Henderson,11.003143
2010,Khris Middleton,17.1529872
2010,Jared Sullinger,11.7832833
2010,Terrence Jones,12.1184211
2010,Trey Burke,10.3669141
2010,Patty Mills,9.95046838
2010,Tim Hardaway Jr.,13.9954358
2010,Ricky Rubio,11.5962608
2010,John Henson,7.85899493
2010,Timofey Mozgov,8.44386731
2010,Mike Scott,7.35886312
2010,Ben McLemore,9.77800148
2010,Jeremy Lamb,11.799713
2010,Miles Plumlee,6.05119863
2010,Evan Fournier,14.9093469
2010,Mirza Teletovic,9.09897864
2010,Kelly Olynyk,9.54961495
2010,Alan Anderson,7.29781705
2010,Giannis Antetokounmpo,20.4761714
2010,Mason Plumlee,8.24499859
2010,Cody Zeller,9.24672201
2010,Kentavious Caldwell-Pope,11.5860797
2010,Hollis Thompson,8.21602341
2010,Nick Calathes,4.88732394
2010,Tony Snell,6.66442858
2010,Cory Joseph,7.1933279
2010,Matt Dellavedova,5.58812298
2010,Steven Adams,9.82963046
2010,Ish Smith,9.49895294
2010,Garrett Temple,7.24450717
2010,Anthony Davis,26.1294959
2010,Andrew Wiggins,19.788214
2010,Robert Covington,12.9387473
2010,Donatas Motiejunas,12.0422535
2010,Nikola Mirotic,12.1350966
2010,Zach LaVine,18.3277065
2010,Dennis Schroder,15.446589
2010,Nerlens Noel,7.39658222
2010,Elfrid Payton,11.2447649
2010,Solomon Hill,7.13410672
2010,Gorgui Dieng,8.24310636
2010,Bojan Bogdanovic,14.3990267
2010,Rudy Gobert,13.3685956
2010,Henry Sims,8.02739726
2010,Brandan Wright,7.25333333
2010,Marcus Smart,10.0688218
2010,Anthony Tolliver,6.0507233
2010,Shane Larkin,5.90613285
2010,Aron Baynes,5.93716931
2010,Otto Porter,11.9440382
2010,Alexis Ajinca,6.51470588
2010,Joe Ingles,8.28750943
2010,Dante Exum,5.51755358
2010,JaKarr Sampson,5.16975194
2010,Pero Antic,5.65079365
2010,Nik Stauskas,7.03489122
2010,Joey Dorsey,2.66666667
2010,C.J. McCollum,21.6740432
2010,Karl-Anthony Towns,23.1184479
2010,Jordan Clarkson,15.2201198
2010,Rodney Hood,12.8110413
2010,Tobias Harris,17.8029939
2010,Jabari Parker,14.3050987
2010,D'Angelo Russell,16.6432834
2010,Devin Booker,22.2736161
2010,Hassan Whiteside,14.6102742
2010,Kristaps Porzingis,17.6066808
2010,Gary Harris,13.3669482
2010,Julius Randle,16.3187714
2010,Shabazz Muhammad,10.2109131
2010,Isaiah Canaan,10.987013
2010,Allen Crabbe,11.3892692
2010,Nikola Jokic,17.0275799
2010,Doug McDermott,8.75882078
2010,Jerami Grant,9.84408826
2010,Aaron Gordon,13.9939704
2010,Alex Len,8.90713026
2010,Patrick Beverley,8.74466762
2010,Langston Galloway,8.07836579
2010,Frank Kaminsky,10.0618159
2010,Stanley Johnson,7.02145809
2010,JaMychal Green,8.1459263
2010,Clint Capela,12.8076768
2010,Justise Winslow,8.93035559
2010,T.J. McConnell,6.42611308
2010,Trey Lyles,7.43178795
2010,Mario Hezonja,6.83895123
2010,Raulzinho Neto,5.4845679
2010,Jerian Grant,6.00245264
2010,Dwight Powell,8.19239877
2010,Kyle Anderson,5.93533174
2010,Andre Roberson,5.71094033
2010,Noah Vonleh,5.48139429
2010,Rashad Vaughn,3.1
2010,Justin Anderson,5.43757576
2010,Chris Johnson,2.92857143
2010,Mike Muscala,5.49330357
2010,Myles Turner,13.1494714
2010,Dario Saric,12.1817426
2010,Tyler Johnson,12.0980033
2010,T.J. Warren,17.9268676
2010,Sean Kilpatrick,13.1285714
2010,Seth Curry,11.0235159
2010,Buddy Hield,15.9784129
2010,Jamal Murray,15.8249485
2010,Malcolm Brogdon,14.1347762
2010,Jon Leuer,10.2266667
2010,Marquese Chriss,8.73109488
2010,Brandon Ingram,16.8859114
2010,Rondae Hollis-Jefferson,9.61612023
2010,Jusuf Nurkic,13.3795764
2010,Norman Powell,9.60748988
2010,Justin Holiday,9.63722296
2010,Willie Cauley-Stein,10.0123981
2010,Willy Hernangomez,7.70569923
2010,Troy Daniels,8.56130739
2010,Isaiah Whitehead,7.43835616
2010,Montrezl Harrell,13.8257039
2010,Ian Clark,6.99114504
2010,Jaylen Brown,13.622874
2010,Sam Dekker,5.34806974
2010,"Kelly Oubre, Jr.",12.9899222
2010,Rodney McGruder,5.7774309
2010,Kyle O'Quinn,6.71066908
2010,Jonathon Simmons,10.0671683
2010,Domantas Sabonis,12.5358275
2010,Tim Frazier,5.12524989
2010,"Larry Nance, Jr.",8.80960996
2010,Timothe Luwawu-Cabarrot,6.44927536
2010,Tyler Ulis,5.02716848
2010,Justin Hamilton,6.90625
2010,Bobby Portis,10.0516055
2010,Spencer Dinwiddie,14.3280269
2010,James Ennis,6.7752107
2010,Andrew Harrison,5.90277778
2010,Mindaugas Kuzminskas,6.25
2010,Terry Rozier,10.9381415
2010,Alex Abrines,5.33862745
2010,Nemanja Bjelica,8.53529067
2010,Meyers Leonard,5.63568897
2010,Malcolm Delaney,5.35616438
2010,Dewayne Dedmon,8.62394772
2010,Tarik Black,4.62291484
2010,Joffrey Lauvergne,5.35714286
2010,Willie Reed,5.26760563
2010,Dorian Finney-Smith,7.12548542
2010,Taurean Prince,10.6260141
2010,Luke Babbitt,4.76470588
2010,Cristiano Felicio,4.39393939
2010,Juancho Hernangomez,5.37396313
2010,Davis Bertans,8.46564866
2010,Kris Dunn,5.53506787
2010,Denzel Valentine,7.63704716
2010,Patrick McCaw,3.99468742
2010,Lucas Nogueira,4.43859649
2010,Thon Maker,4.62648286
2010,Salah Mejri,3.21300247
2010,Tyus Jones,5.72125271
2010,Semaj Christon,2.859375
2010,Jakob Poeltl,5.27501496
2010,Tomas Satoransky,7.16250722
2010,DeAndre Liggins,2.09649611
2010,James McAdoo,2.82692308
2010,Cole Aldrich,1.69354839
2010,Donovan Mitchell,22.7314834
2010,Joel Embiid,24.4775084
2010,Ben Simmons,16.3842569
2010,Kyle Kuzma,15.8784188
2010,Jayson Tatum,17.6911904
2010,Dennis Smith,15.1884058
2010,Josh Richardson,14.396717
2010,Lauri Markkanen,14.9655882
2010,Josh Jackson,12.3309222
2010,Bogdan Bogdanovic,13.6822695
2010,Dillon Brooks,13.5646509
2010,Caris LeVert,12.084507
2010,Joe Harris,13.0024301
2010,De'Aaron Fox,16.6502986
2010,Yogi Ferrell,8.06750258
2010,John Collins,14.9877049
2010,Reggie Bullock,11.2718894
2010,Fred VanVleet,12.4047779
2010,Dejounte Murray,9.49158249
2010,Shabazz Napier,9.51206564
2010,Darius Miller,7.99284199
2010,Pascal Siakam,15.6822016
2010,Jarrett Allen,10.0455688
2010,Jarell Martin,7.73972603
2010,Luke Kennard,11.0532362
2010,Delon Wright,7.88475151
2010,David Nwaba,6.56428571
2010,Bryn Forbes,9.98413505
2010,Emmanuel Mudiay,10.2506833
2010,Dragan Bender,6.47560976
2010,Skal Labissiere,7.23712121
2010,Josh Hart,8.60038149
2010,Bam Adebayo,10.573318
2010,Frank Ntilikina,6.09952767
2010,Justin Jackson,6.46591904
2010,Isaiah Taylor,6.64179104
2010,Pat Connaughton,5.88427415
2010,Ogugua Anunoby,7.84736911
2010,Malik Monk,8.62743021
2010,Quincy Acy,5.87142857
2010,Maxi Kleber,7.09105937
2010,Deyonta Davis,5.80645161
2010,Royce O'Neale,5.5013882
2010,Daniel Theis,6.72226292
2010,Zach Collins,5.53679654
2010,Sindarius Thornwell,2.41588185
2010,Treveon Graham,4.37575758
2010,Kevon Looney,5.14772727
2010,Jordan Bell,3.9379515
2010,Cheick Diallo,5.46574519
2010,Cedi Osman,9.32908896
2010,Wesley Iwundu,4.81602442
2010,Malik Beasley,8.55469872
2010,Semi Ojeleye,3.04576137
2010,Terrance Ferguson,4.65312151
2010,Josh Huestis,2.30434783
2010,Brandon Paul,2.296875
2010,Abdel Nader,4.42173787
2010,Eric Moreland,2.13432836
2010,Trae Young,24.3783951
2010,Luka Doncic,25.015255
2010,Collin Sexton,18.7366792
2010,Deandre Ayton,16.3239437
2010,Kevin Knox,9.64307692
2010,Marvin Bagley III,14.8870968
2010,Shai Gilgeous-Alexander,14.9278746
2010,Monte Morris,9.70957234
2010,"Jaren Jackson, Jr.",15.5635209
2010,Damyean Dotson,8.67936644
2010,Thomas Bryant,10.5277778
2010,Kevin Huerter,10.9538095
2010,Landry Shamet,9.21112969
2010,Jonathan Isaac,9.6
2010,Allonzo Trier,10.859375
2010,DeAndre' Bembry,7.08437323
2010,Mikal Bridges,8.73922486
2010,Jalen Brunson,8.73155491
2010,Derrick White,10.5727612
2010,Miles Bridges,10.2158654
2010,Richaun Holmes,8.17142857
2010,Josh Okogie,8.14973845
2010,Ryan Arcidiacono,5.60802469
2010,Jake Layman,7.61971831
2010,Rodions Kurucs,8.47619048
2010,Ivica Zubac,8.58804143
2010,Wayne Selden,6.85333333
2010,Quinn Cook,6.87837838
2010,Frank Jackson,7.20144485
2010,Mitchell Robinson,8.510308
2010,Jahlil Okafor,8.20338983
2010,Shaquille Harrison,6.49315068
2010,Lonzo Ball,10.8595069
2010,Ante Zizic,7.77966102
2010,"Wendell Carter, Jr.",10.3409091
2010,Torrey Craig,5.58218391
2010,Boban Marjanovic,7.27586207
2010,Derrick Jones,7.7539548
2010,Harry Giles,7.03448276
2010,Sterling Brown,5.76458886
2010,Alfonzo McKinnie,4.68055556
2010,"Bruce Brown, Jr.",6.61230196
2010,Mohamed Bamba,5.78380233
2010,Cameron Payne,6.25
2010,Georges Niang,4.96122239
2010,Chandler Hutchison,5.20454545
2010,T.J. Leaf,3.87931034
2010,Tyrone Wallace,3.51612903
2010,Markelle Fultz,10.120614
2010,Damian Jones,5.49015152
2010,John Holland,0
2010,Zach Lofton,0
2010,Ja Morant,17.8059701
2010,Devonte' Graham,18.1746032
2010,Kendrick Nunn,15.2835821
2010,Duncan Robinson,13.4657534
2010,Coby White,13.2153846
2010,Eric Paschall,13.95
2010,Christian Wood,13.0645161
2010,R.J. Barrett,14.3392857
2010,De'Andre Hunter,12.3492063
2010,Tyler Herro,13.5090909
2010,Darius Garland,12.3389831
2010,"Troy Brown, Jr.",10.3768116
2010,P.J. Washington,12.2413793
2010,Furkan Korkmaz,9.77777778
2010,Brandon Clarke,12.0689655
2010,Danuel House,10.5079365
2010,Aaron Holiday,9.5
2010,Damion Lee,12.6734694
2010,Donte DiVincenzo,9.24242424
2010,Cam Reddish,10.5172414
2010,Jarrett Culver,9.20634921
2010,Anfernee Simons,8.27142857
2010,Terence Davis,7.54166667
2010,"Gary Trent, Jr.",8.86885246
2010,"Michael Porter, Jr.",9.30909091
2010,Cameron Johnson,8.84210526
2010,Svi Mykhailiuk,9
2010,Jordan Poole,8.8245614
2010,"Kevin Porter, Jr.",9.96
2010,Brad Wanamaker,6.85915493
2010,Jaxson Hayes,7.375
2010,De'Anthony Melton,7.58333333
2010,Chris Boucher,6.62903226
2010,Nicolo Melli,6.58333333
2010,Lonnie Walker,6.37704918
2010,Omari Spellman,7.55102041
2010,Alex Caruso,5.453125
2010,Darius Bazley,5.60655738
2010,Isaac Bonga,5
2010,Jerome Robinson,5.06349206
2010,Matisse Thybulle,4.69230769
2010,Jevon Carter,4.94827586
2010,Tony Bradley,4.9137931
2010,Bruno Fernando,4.28571429
2010,Cody Martin,4.95833333
2010,Grant Williams,3.43478261
2010,Dwayne Bacon,5.74358974
2010,Elie Okobo,3.98181818
2010,Goga Bitadze,3.18518519
