Season_Year,Player,PPG
2000,Vince Carter,25.695122
2000,Tim Duncan,23.1891892
2000,Glenn Robinson,20.9012346
2000,Dirk Nowitzki,17.5
2000,Paul Pierce,19.5479452
2000,Andre Miller,11.1463415
2000,Jason Terry,8.11111111
2000,Mike Miller,11.2987199
2000,Hedo Turkoglu,11.0503399
2000,Pau Gasol,17.2514471
2000,Richard Jefferson,12.6743489
2000,Tony Parker,15.3156957
2000,Joe Johnson,16.0160919
2000,Tyson Chandler,8.64466891
2000,Caron Butler,12.5227054
2000,Amar'e Stoudemire,21.5635556
2000,Drew Gooden,12.1208455
2000,Jamal Crawford,14.8198397
2000,Maybyner Nene,11.4850334
2000,Carlos Boozer,16.1210535
2000,Zach Randolph,16.9776347
2000,Rasual Butler,9.09249288
2000,Manu Ginobili,13.2416943
2000,Mike Dunleavy,11.0569287
2000,Carmelo Anthony,22.9674313
2000,LeBron James,27.0501881
2000,Dwyane Wade,21.6646271
2000,Kirk Hinrich,11.0743389
2000,Tayshaun Prince,11.5157063
2000,Udonis Haslem,8.5738913
2000,Leandro Barbosa,10.6567339
2000,Chris Kaman,11.2631054
2000,Steve Blake,6.59559478
2000,Boris Diaw,8.70787606
2000,Kyle Korver,9.7512061
2000,David West,13.561276
2000,Chris Andersen,5.57711731
2000,Dwight Howard,16.4981131
2000,Mo Williams,13.3464444
2000,J.R. Smith,12.6667413
2000,Andre Iguodala,12.2339774
2000,Josh Smith,15.2084843
2000,Jameer Nelson,11.3390352
2000,Matt Bonner,5.97360884
2000,Tony Allen,8.14966571
2000,Al Jefferson,16.3058534
2000,Beno Udrih,8.73852362
2000,Trevor Ariza,11.3012653
2000,Nick Collison,6.39927835
2000,Zaza Pachulia,7.08933089
2000,Devin Harris,10.3790413
2000,James Jones,5.75430984
2000,Chris Paul,18.4849737
2000,Luol Deng,15.7713675
2000,Raymond Felton,11.8707138
2000,Deron Williams,16.2121088
2000,Andrew Bogut,8.84191446
2000,Marvin Williams,9.7542669
2000,Jarrett Jack,10.3794378
2000,Shaun Livingston,5.88409373
2000,Monta Ellis,18.6197573
2000,Rudy Gay,16.7418864
2000,Gerald Green,10.1291542
2000,Randy Foye,10.2994758
2000,Matt Barnes,9.06838193
2000,Channing Frye,9.36511833
2000,Jose Calderon,9.30785522
2000,Paul Millsap,14.0354373
2000,Anderson Varejao,7.96225904
2000,Rajon Rondo,9.92325589
2000,Kendrick Perkins,5.80365499
2000,Jordan Farmar,7.35772952
2000,Thabo Sefolosha,5.8607764
2000,Kevin Durant,27.0206702
2000,LaMarcus Aldridge,20.2740886
2000,Lou Williams,16.3096965
2000,David Lee,15.9504794
2000,Luis Scola,12.404455
2000,Jeff Green,12.8001059
2000,Al Horford,13.7631089
2000,Kyle Lowry,15.83623
2000,Brandon Bass,10.1168552
2000,Thaddeus Young,13.0634862
2000,Nick Young,10.2694061
2000,Joakim Noah,9.41915192
2000,Corey Brewer,8.856238
2000,Rodney Stuckey,13.0216506
2000,Jared Dudley,8.17558273
2000,Jason Smith,5.92645434
2000,Spencer Hawes,8.66478842
2000,Glen Davis,7.45930196
2000,Arron Afflalo,10.8803797
2000,Amir Johnson,7.45066918
2000,Sergio Rodriguez,4.91470588
2000,O.J. Mayo,14.4232136
2000,Derrick Rose,19.4438112
2000,Russell Westbrook,23.387182
2000,Eric Gordon,16.6282574
2000,Wilson Chandler,13.8664852
2000,Michael Beasley,13.4357086
2000,Brook Lopez,16.7298096
2000,Ramon Sessions,10.9931238
2000,Marc Gasol,15.0174328
2000,Jason Thompson,9.37726564
2000,Kevin Love,18.9028904
2000,Mike Conley,15.2881478
2000,Aaron Brooks,11.2564603
2000,D.J. Augustin,10.0103066
2000,Mario Chalmers,8.69963417
2000,C.J. Watson,6.4621461
2000,C.J. Miles,10.1815906
2000,Courtney Lee,10.0590205
2000,Carl Landry,11.1782587
2000,J.J. Barea,9.50564609
2000,Brandon Rush,8.1244033
2000,Marreese Speights,8.20172863
2000,Luc Mbah a Moute,5.97379543
2000,Roy Hibbert,10.4157493
2000,JaVale McGee,8.30537606
2000,George Hill,10.2792544
2000,Nicolas Batum,11.9317411
2000,Darrell Arthur,7.08232406
2000,J.J. Redick,13.944209
2000,Marcin Gortat,9.60587349
2000,Tyreke Evans,15.5847132
2000,Stephen Curry,23.9691028
2000,Brandon Jennings,14.9354342
2000,Danilo Gallinari,17.5871142
2000,Darren Collison,12.241504
2000,Ersan Ilyasova,10.5262268
2000,Wesley Matthews,12.6240469
2000,James Harden,25.1398903
2000,Jonas Jerebko,6.31437279
2000,Taj Gibson,9.41451221
2000,J.J. Hickson,10.6513292
2000,DeMar DeRozan,20.0413575
2000,Goran Dragic,14.6400753
2000,Jerryd Bayless,8.67225227
2000,Jrue Holiday,15.9896315
2000,Ty Lawson,13.024185
2000,Wayne Ellington,8.33291489
2000,Ryan Anderson,12.2570931
2000,Serge Ibaka,12.4100489
2000,DeAndre Jordan,9.70932096
2000,Jeff Teague,12.3999091
2000,DeMarre Carroll,9.43424653
2000,Blake Griffin,21.8514845
2000,DeMarcus Cousins,21.4263497
2000,Marco Belinelli,10.3471456
2000,Jodie Meeks,9.76655057
2000,Tyler Hansbrough,7.73029187
2000,Greg Monroe,13.3363418
2000,Wesley Johnson,7.00330073
2000,Evan Turner,9.77483768
2000,Eric Bledsoe,14.5446803
2000,Josh McRoberts,6.15555284
2000,Derrick Favors,10.7727451
2000,Dante Cunningham,5.87804572
2000,Al-Farouq Aminu,7.37100305
2000,Jordan Hill,9.03886443
2000,Gordon Hayward,15.2684195
2000,Greivis Vasquez,9.08755958
2000,Omer Asik,5.84350809
2000,John Wall,19.4846272
2000,Klay Thompson,19.393003
2000,Kemba Walker,19.9661851
2000,Paul George,21.1931774
2000,Isaiah Thomas,17.9418719
2000,Anthony Morrow,9.17017978
2000,MarShon Brooks,8.19728052
2000,Alonzo Gee,8.42530101
2000,Danny Green,9.08955415
2000,Derrick Williams,8.75628494
2000,James Johnson,10.1666965
2000,Iman Shumpert,7.83841768
2000,Tiago Splitter,9.27906815
2000,Kawhi Leonard,18.6801445
2000,Tristan Thompson,9.22320451
2000,Patrick Patterson,6.75074297
2000,Avery Bradley,11.9127988
2000,Markieff Morris,11.1604903
2000,Kevin Seraphin,7.88540973
2000,Norris Cole,6.60348616
2000,Alec Burks,9.95693881
2000,Trevor Booker,7.41957538
2000,Ed Davis,6.51119727
2000,Ian Mahinmi,5.68195352
2000,Robin Lopez,9.4001701
2000,Ekpe Udoh,4.13173302
2000,Bismack Biyombo,5.36007897
2000,Enes Kanter,11.3902209
2000,Nikola Vucevic,15.4933056
2000,Quincy Pondexter,5.92121351
2000,Shelvin Mack,6.65258375
2000,Damian Lillard,24.4273789
2000,Jeremy Lin,11.6808232
2000,Kenneth Faried,11.868446
2000,Harrison Barnes,13.9728792
2000,Kyle Singler,6.93463056
2000,Jimmy Butler,18.057898
2000,Michael Kidd-Gilchrist,8.51826456
2000,Lance Stephenson,9.48209791
2000,Kosta Koufos,6.61965316
2000,Maurice Harkless,7.42820222
2000,Tyler Zeller,6.79052575
2000,Marcus Morris,12.5256334
2000,E'Twaun Moore,9.41228937
2000,Brian Roberts,7.72827635
2000,Jonas Valanciunas,11.985114
2000,P.J. Tucker,7.49279439
2000,Terrence Ross,11.1109989
2000,Lavoy Allen,4.69295151
2000,Jae Crowder,9.6769419
2000,Austin Rivers,9.52429627
2000,Reggie Jackson,13.4301611
2000,Thomas Robinson,4.64131455
2000,Will Barton,12.5593805
2000,Pablo Prigioni,3.80759663
2000,Draymond Green,8.92082394
2000,Festus Ezeli,2.44871795
2000,Lance Thomas,3.30380775
2000,Kent Bazemore,9.01192554
2000,Kyrie Irving,23.2000038
2000,Bradley Beal,22.3785148
2000,Michael Carter-Williams,15.6538961
2000,Dion Waiters,12.4730769
2000,Victor Oladipo,17.5986733
2000,Andre Drummond,15.319585
2000,Gerald Henderson,11.003143
2000,Khris Middleton,17.1529872
2000,Jared Sullinger,11.7832833
2000,Terrence Jones,12.1184211
2000,Trey Burke,10.3669141
2000,Patty Mills,9.95046838
2000,Tim Hardaway Jr.,13.9954358
2000,Ricky Rubio,11.5962608
2000,John Henson,7.85899493
2000,Timofey Mozgov,8.44386731
2000,Mike Scott,7.35886312
2000,Ben McLemore,9.77800148
2000,Jeremy Lamb,11.799713
2000,Miles Plumlee,6.05119863
2000,Evan Fournier,14.9093469
2000,Mirza Teletovic,9.09897864
2000,Kelly Olynyk,9.54961495
2000,Alan Anderson,7.29781705
2000,Giannis Antetokounmpo,20.4761714
2000,Mason Plumlee,8.24499859
2000,Cody Zeller,9.24672201
2000,Kentavious Caldwell-Pope,11.5860797
2000,Hollis Thompson,8.21602341
2000,Nick Calathes,4.88732394
2000,Tony Snell,6.66442858
2000,Cory Joseph,7.1933279
2000,Matt Dellavedova,5.58812298
2000,Steven Adams,9.82963046
2000,Ish Smith,9.49895294
2000,Garrett Temple,7.24450717
2000,Anthony Davis,26.1294959
2000,Andrew Wiggins,19.788214
2000,Robert Covington,12.9387473
2000,Donatas Motiejunas,12.0422535
2000,Nikola Mirotic,12.1350966
2000,Zach LaVine,18.3277065
2000,Dennis Schroder,15.446589
2000,Nerlens Noel,7.39658222
2000,Elfrid Payton,11.2447649
2000,Solomon Hill,7.13410672
2000,Gorgui Dieng,8.24310636
2000,Bojan Bogdanovic,14.3990267
2000,Rudy Gobert,13.3685956
2000,Henry Sims,8.02739726
2000,Brandan Wright,7.25333333
2000,Marcus Smart,10.0688218
2000,Anthony Tolliver,6.0507233
2000,Shane Larkin,5.90613285
2000,Aron Baynes,5.93716931
2000,Otto Porter,11.9440382
2000,Alexis Ajinca,6.51470588
2000,Joe Ingles,8.28750943
2000,Dante Exum,5.51755358
2000,JaKarr Sampson,5.16975194
2000,Pero Antic,5.65079365
2000,Nik Stauskas,7.03489122
2000,Joey Dorsey,2.66666667
2000,C.J. McCollum,21.6740432
2000,Karl-Anthony Towns,23.1184479
2000,Jordan Clarkson,15.2201198
2000,Rodney Hood,12.8110413
2000,Tobias Harris,17.8029939
2000,Jabari Parker,14.3050987
2000,D'Angelo Russell,16.6432834
2000,Devin Booker,22.2736161
2000,Hassan Whiteside,14.6102742
2000,Kristaps Porzingis,17.6066808
2000,Gary Harris,13.3669482
2000,Julius Randle,16.3187714
2000,Shabazz Muhammad,10.2109131
2000,Isaiah Canaan,10.987013
2000,Allen Crabbe,11.3892692
2000,Nikola Jokic,17.0275799
2000,Doug McDermott,8.75882078
2000,Jerami Grant,9.84408826
2000,Aaron Gordon,13.9939704
2000,Alex Len,8.90713026
2000,Patrick Beverley,8.74466762
2000,Langston Galloway,8.07836579
2000,Frank Kaminsky,10.0618159
2000,Stanley Johnson,7.02145809
2000,JaMychal Green,8.1459263
2000,Clint Capela,12.8076768
2000,Justise Winslow,8.93035559
2000,T.J. McConnell,6.42611308
2000,Trey Lyles,7.43178795
2000,Mario Hezonja,6.83895123
2000,Raulzinho Neto,5.4845679
2000,Jerian Grant,6.00245264
2000,Dwight Powell,8.19239877
2000,Kyle Anderson,5.93533174
2000,Andre Roberson,5.71094033
2000,Noah Vonleh,5.48139429
2000,Rashad Vaughn,3.1
2000,Justin Anderson,5.43757576
2000,Chris Johnson,2.92857143
2000,Mike Muscala,5.49330357
2000,Myles Turner,13.1494714
2000,Dario Saric,12.1817426
2000,Tyler Johnson,12.0980033
2000,T.J. Warren,17.9268676
2000,Sean Kilpatrick,13.1285714
2000,Seth Curry,11.0235159
2000,Buddy Hield,15.9784129
2000,Jamal Murray,15.8249485
2000,Malcolm Brogdon,14.1347762
2000,Jon Leuer,10.2266667
2000,Marquese Chriss,8.73109488
2000,Brandon Ingram,16.8859114
2000,Rondae Hollis-Jefferson,9.61612023
2000,Jusuf Nurkic,13.3795764
2000,Norman Powell,9.60748988
2000,Justin Holiday,9.63722296
2000,Willie Cauley-Stein,10.0123981
2000,Willy Hernangomez,7.70569923
2000,Troy Daniels,8.56130739
2000,Isaiah Whitehead,7.43835616
2000,Montrezl Harrell,13.8257039
2000,Ian Clark,6.99114504
2000,Jaylen Brown,13.622874
2000,Sam Dekker,5.34806974
2000,"Kelly Oubre, Jr.",12.9899222
2000,Rodney McGruder,5.7774309
2000,Kyle O'Quinn,6.71066908
2000,Jonathon Simmons,10.0671683
2000,Domantas Sabonis,12.5358275
2000,Tim Frazier,5.12524989
2000,"Larry Nance, Jr.",8.80960996
2000,Timothe Luwawu-Cabarrot,6.44927536
2000,Tyler Ulis,5.02716848
2000,Justin Hamilton,6.90625
2000,Bobby Portis,10.0516055
2000,Spencer Dinwiddie,14.3280269
2000,James Ennis,6.7752107
2000,Andrew Harrison,5.90277778
2000,Mindaugas Kuzminskas,6.25
2000,Terry Rozier,10.9381415
2000,Alex Abrines,5.33862745
2000,Nemanja Bjelica,8.53529067
2000,Meyers Leonard,5.63568897
2000,Malcolm Delaney,5.35616438
2000,Dewayne Dedmon,8.62394772
2000,Tarik Black,4.62291484
2000,Joffrey Lauvergne,5.35714286
2000,Willie Reed,5.26760563
2000,Dorian Finney-Smith,7.12548542
2000,Taurean Prince,10.6260141
2000,Luke Babbitt,4.76470588
2000,Cristiano Felicio,4.39393939
2000,Juancho Hernangomez,5.37396313
2000,Davis Bertans,8.46564866
2000,Kris Dunn,5.53506787
2000,Denzel Valentine,7.63704716
2000,Patrick McCaw,3.99468742
2000,Lucas Nogueira,4.43859649
2000,Thon Maker,4.62648286
2000,Salah Mejri,3.21300247
2000,Tyus Jones,5.72125271
2000,Semaj Christon,2.859375
2000,Jakob Poeltl,5.27501496
2000,Tomas Satoransky,7.16250722
2000,DeAndre Liggins,2.09649611
2000,James McAdoo,2.82692308
2000,Cole Aldrich,1.69354839
2000,Donovan Mitchell,22.7314834
2000,Joel Embiid,24.4775084
2000,Ben Simmons,16.3842569
2000,Kyle Kuzma,15.8784188
2000,Jayson Tatum,17.6911904
2000,Dennis Smith,15.1884058
2000,Josh Richardson,14.396717
2000,Lauri Markkanen,14.9655882
2000,Josh Jackson,12.3309222
2000,Bogdan Bogdanovic,13.6822695
2000,Dillon Brooks,13.5646509
2000,Caris LeVert,12.084507
2000,Joe Harris,13.0024301
2000,De'Aaron Fox,16.6502986
2000,Yogi Ferrell,8.06750258
2000,John Collins,14.9877049
2000,Reggie Bullock,11.2718894
2000,Fred VanVleet,12.4047779
2000,Dejounte Murray,9.49158249
2000,Shabazz Napier,9.51206564
2000,Darius Miller,7.99284199
2000,Pascal Siakam,15.6822016
2000,Jarrett Allen,10.0455688
2000,Jarell Martin,7.73972603
2000,Luke Kennard,11.0532362
2000,Delon Wright,7.88475151
2000,David Nwaba,6.56428571
2000,Bryn Forbes,9.98413505
2000,Emmanuel Mudiay,10.2506833
2000,Dragan Bender,6.47560976
2000,Skal Labissiere,7.23712121
2000,Josh Hart,8.60038149
2000,Bam Adebayo,10.573318
2000,Frank Ntilikina,6.09952767
2000,Justin Jackson,6.46591904
2000,Isaiah Taylor,6.64179104
2000,Pat Connaughton,5.88427415
2000,Ogugua Anunoby,7.84736911
2000,Malik Monk,8.62743021
2000,Quincy Acy,5.87142857
2000,Maxi Kleber,7.09105937
2000,Deyonta Davis,5.80645161
2000,Royce O'Neale,5.5013882
2000,Daniel Theis,6.72226292
2000,Zach Collins,5.53679654
2000,Sindarius Thornwell,2.41588185
2000,Treveon Graham,4.37575758
2000,Kevon Looney,5.14772727
2000,Jordan Bell,3.9379515
2000,Cheick Diallo,5.46574519
2000,Cedi Osman,9.32908896
2000,Wesley Iwundu,4.81602442
2000,Malik Beasley,8.55469872
2000,Semi Ojeleye,3.04576137
2000,Terrance Ferguson,4.65312151
2000,Josh Huestis,2.30434783
2000,Brandon Paul,2.296875
2000,Abdel Nader,4.42173787
2000,Eric Moreland,2.13432836
2000,Trae Young,24.3783951
2000,Luka Doncic,25.015255
2000,Collin Sexton,18.7366792
2000,Deandre Ayton,16.3239437
2000,Kevin Knox,9.64307692
2000,Marvin Bagley III,14.8870968
2000,Shai Gilgeous-Alexander,14.9278746
2000,Monte Morris,9.70957234
2000,"Jaren Jackson, Jr.",15.5635209
2000,Damyean Dotson,8.67936644
2000,Thomas Bryant,10.5277778
2000,Kevin Huerter,10.9538095
2000,Landry Shamet,9.21112969
2000,Jonathan Isaac,9.6
2000,Allonzo Trier,10.859375
2000,DeAndre' Bembry,7.08437323
2000,Mikal Bridges,8.73922486
2000,Jalen Brunson,8.73155491
2000,Derrick White,10.5727612
2000,Miles Bridges,10.2158654
2000,Richaun Holmes,8.17142857
2000,Josh Okogie,8.14973845
2000,Ryan Arcidiacono,5.60802469
2000,Jake Layman,7.61971831
2000,Rodions Kurucs,8.47619048
2000,Ivica Zubac,8.58804143
2000,Wayne Selden,6.85333333
2000,Quinn Cook,6.87837838
2000,Frank Jackson,7.20144485
2000,Mitchell Robinson,8.510308
2000,Jahlil Okafor,8.20338983
2000,Shaquille Harrison,6.49315068
2000,Lonzo Ball,10.8595069
2000,Ante Zizic,7.77966102
2000,"Wendell Carter, Jr.",10.3409091
2000,Torrey Craig,5.58218391
2000,Boban Marjanovic,7.27586207
2000,Derrick Jones,7.7539548
2000,Harry Giles,7.03448276
2000,Sterling Brown,5.76458886
2000,Alfonzo McKinnie,4.68055556
2000,"Bruce Brown, Jr.",6.61230196
2000,Mohamed Bamba,5.78380233
2000,Cameron Payne,6.25
2000,Georges Niang,4.96122239
2000,Chandler Hutchison,5.20454545
2000,T.J. Leaf,3.87931034
2000,Tyrone Wallace,3.51612903
2000,Markelle Fultz,10.120614
2000,Damian Jones,5.49015152
2000,John Holland,0
2000,Zach Lofton,0
2000,Ja Morant,17.8059701
2000,Devonte' Graham,18.1746032
2000,Kendrick Nunn,15.2835821
2000,Duncan Robinson,13.4657534
2000,Coby White,13.2153846
2000,Eric Paschall,13.95
2000,Christian Wood,13.0645161
2000,R.J. Barrett,14.3392857
2000,De'Andre Hunter,12.3492063
2000,Tyler Herro,13.5090909
2000,Darius Garland,12.3389831
2000,"Troy Brown, Jr.",10.3768116
2000,P.J. Washington,12.2413793
2000,Furkan Korkmaz,9.77777778
2000,Brandon Clarke,12.0689655
2000,Danuel House,10.5079365
2000,Aaron Holiday,9.5
2000,Damion Lee,12.6734694
2000,Donte DiVincenzo,9.24242424
2000,Cam Reddish,10.5172414
2000,Jarrett Culver,9.20634921
2000,Anfernee Simons,8.27142857
2000,Terence Davis,7.54166667
2000,"Gary Trent, Jr.",8.86885246
2000,"Michael Porter, Jr.",9.30909091
2000,Cameron Johnson,8.84210526
2000,Svi Mykhailiuk,9
2000,Jordan Poole,8.8245614
2000,"Kevin Porter, Jr.",9.96
2000,Brad Wanamaker,6.85915493
2000,Jaxson Hayes,7.375
2000,De'Anthony Melton,7.58333333
2000,Chris Boucher,6.62903226
2000,Nicolo Melli,6.58333333
2000,Lonnie Walker,6.37704918
2000,Omari Spellman,7.55102041
2000,Alex Caruso,5.453125
2000,Darius Bazley,5.60655738
2000,Isaac Bonga,5
2000,Jerome Robinson,5.06349206
2000,Matisse Thybulle,4.69230769
2000,Jevon Carter,4.94827586
2000,Tony Bradley,4.9137931
2000,Bruno Fernando,4.28571429
2000,Cody Martin,4.95833333
2000,Grant Williams,3.43478261
2000,Dwayne Bacon,5.74358974
2000,Elie Okobo,3.98181818
2000,Goga Bitadze,3.18518519
2000,Nassir Little,3.58333333
2001,Vince Carter,27.6
2001,Tim Duncan,22.195122
2001,Glenn Robinson,22.0263158
2001,Dirk Nowitzki,21.7560976
2001,Paul Pierce,25.2560976
2001,Andre Miller,15.804878
2001,Jason Terry,19.7439024
2001,Mike Miller,11.8902439
2001,Hedo Turkoglu,5.28378378
2001,Pau Gasol,17.2514471
2001,Richard Jefferson,12.6743489
2001,Tony Parker,15.3156957
2001,Joe Johnson,16.0160919
2001,Tyson Chandler,8.64466891
2001,Caron Butler,12.5227054
2001,Amar'e Stoudemire,21.5635556
2001,Drew Gooden,12.1208455
2001,Jamal Crawford,14.8198397
2001,Maybyner Nene,11.4850334
2001,Carlos Boozer,16.1210535
2001,Zach Randolph,16.9776347
2001,Rasual Butler,9.09249288
2001,Manu Ginobili,13.2416943
2001,Mike Dunleavy,11.0569287
2001,Carmelo Anthony,22.9674313
2001,LeBron James,27.0501881
2001,Dwyane Wade,21.6646271
2001,Kirk Hinrich,11.0743389
2001,Tayshaun Prince,11.5157063
2001,Udonis Haslem,8.5738913
2001,Leandro Barbosa,10.6567339
2001,Chris Kaman,11.2631054
2001,Steve Blake,6.59559478
2001,Boris Diaw,8.70787606
2001,Kyle Korver,9.7512061
2001,David West,13.561276
2001,Chris Andersen,5.57711731
2001,Dwight Howard,16.4981131
2001,Mo Williams,13.3464444
2001,J.R. Smith,12.6667413
2001,Andre Iguodala,12.2339774
2001,Josh Smith,15.2084843
2001,Jameer Nelson,11.3390352
2001,Matt Bonner,5.97360884
2001,Tony Allen,8.14966571
2001,Al Jefferson,16.3058534
2001,Beno Udrih,8.73852362
2001,Trevor Ariza,11.3012653
2001,Nick Collison,6.39927835
2001,Zaza Pachulia,7.08933089
2001,Devin Harris,10.3790413
2001,James Jones,5.75430984
2001,Chris Paul,18.4849737
2001,Luol Deng,15.7713675
2001,Raymond Felton,11.8707138
2001,Deron Williams,16.2121088
2001,Andrew Bogut,8.84191446
2001,Marvin Williams,9.7542669
2001,Jarrett Jack,10.3794378
2001,Shaun Livingston,5.88409373
2001,Monta Ellis,18.6197573
2001,Rudy Gay,16.7418864
2001,Gerald Green,10.1291542
2001,Randy Foye,10.2994758
2001,Matt Barnes,9.06838193
2001,Channing Frye,9.36511833
2001,Jose Calderon,9.30785522
2001,Paul Millsap,14.0354373
2001,Anderson Varejao,7.96225904
2001,Rajon Rondo,9.92325589
2001,Kendrick Perkins,5.80365499
2001,Jordan Farmar,7.35772952
2001,Thabo Sefolosha,5.8607764
2001,Kevin Durant,27.0206702
2001,LaMarcus Aldridge,20.2740886
2001,Lou Williams,16.3096965
2001,David Lee,15.9504794
2001,Luis Scola,12.404455
2001,Jeff Green,12.8001059
2001,Al Horford,13.7631089
2001,Kyle Lowry,15.83623
2001,Brandon Bass,10.1168552
2001,Thaddeus Young,13.0634862
2001,Nick Young,10.2694061
2001,Joakim Noah,9.41915192
2001,Corey Brewer,8.856238
2001,Rodney Stuckey,13.0216506
2001,Jared Dudley,8.17558273
2001,Jason Smith,5.92645434
2001,Spencer Hawes,8.66478842
2001,Glen Davis,7.45930196
2001,Arron Afflalo,10.8803797
2001,Amir Johnson,7.45066918
2001,Sergio Rodriguez,4.91470588
2001,O.J. Mayo,14.4232136
2001,Derrick Rose,19.4438112
2001,Russell Westbrook,23.387182
2001,Eric Gordon,16.6282574
2001,Wilson Chandler,13.8664852
2001,Michael Beasley,13.4357086
2001,Brook Lopez,16.7298096
2001,Ramon Sessions,10.9931238
2001,Marc Gasol,15.0174328
2001,Jason Thompson,9.37726564
2001,Kevin Love,18.9028904
2001,Mike Conley,15.2881478
2001,Aaron Brooks,11.2564603
2001,D.J. Augustin,10.0103066
2001,Mario Chalmers,8.69963417
2001,C.J. Watson,6.4621461
2001,C.J. Miles,10.1815906
2001,Courtney Lee,10.0590205
2001,Carl Landry,11.1782587
2001,J.J. Barea,9.50564609
2001,Brandon Rush,8.1244033
2001,Marreese Speights,8.20172863
2001,Luc Mbah a Moute,5.97379543
2001,Roy Hibbert,10.4157493
2001,JaVale McGee,8.30537606
2001,George Hill,10.2792544
2001,Nicolas Batum,11.9317411
2001,Darrell Arthur,7.08232406
2001,J.J. Redick,13.944209
2001,Marcin Gortat,9.60587349
2001,Tyreke Evans,15.5847132
2001,Stephen Curry,23.9691028
2001,Brandon Jennings,14.9354342
2001,Danilo Gallinari,17.5871142
2001,Darren Collison,12.241504
2001,Ersan Ilyasova,10.5262268
2001,Wesley Matthews,12.6240469
2001,James Harden,25.1398903
2001,Jonas Jerebko,6.31437279
2001,Taj Gibson,9.41451221
2001,J.J. Hickson,10.6513292
2001,DeMar DeRozan,20.0413575
2001,Goran Dragic,14.6400753
2001,Jerryd Bayless,8.67225227
2001,Jrue Holiday,15.9896315
2001,Ty Lawson,13.024185
2001,Wayne Ellington,8.33291489
2001,Ryan Anderson,12.2570931
2001,Serge Ibaka,12.4100489
2001,DeAndre Jordan,9.70932096
2001,Jeff Teague,12.3999091
2001,DeMarre Carroll,9.43424653
2001,Blake Griffin,21.8514845
2001,DeMarcus Cousins,21.4263497
2001,Marco Belinelli,10.3471456
2001,Jodie Meeks,9.76655057
2001,Tyler Hansbrough,7.73029187
2001,Greg Monroe,13.3363418
2001,Wesley Johnson,7.00330073
2001,Evan Turner,9.77483768
2001,Eric Bledsoe,14.5446803
2001,Josh McRoberts,6.15555284
2001,Derrick Favors,10.7727451
2001,Dante Cunningham,5.87804572
2001,Al-Farouq Aminu,7.37100305
2001,Jordan Hill,9.03886443
2001,Gordon Hayward,15.2684195
2001,Greivis Vasquez,9.08755958
2001,Omer Asik,5.84350809
2001,John Wall,19.4846272
2001,Klay Thompson,19.393003
2001,Kemba Walker,19.9661851
2001,Paul George,21.1931774
2001,Isaiah Thomas,17.9418719
2001,Anthony Morrow,9.17017978
2001,MarShon Brooks,8.19728052
2001,Alonzo Gee,8.42530101
2001,Danny Green,9.08955415
2001,Derrick Williams,8.75628494
2001,James Johnson,10.1666965
2001,Iman Shumpert,7.83841768
2001,Tiago Splitter,9.27906815
2001,Kawhi Leonard,18.6801445
2001,Tristan Thompson,9.22320451
2001,Patrick Patterson,6.75074297
2001,Avery Bradley,11.9127988
2001,Markieff Morris,11.1604903
2001,Kevin Seraphin,7.88540973
2001,Norris Cole,6.60348616
2001,Alec Burks,9.95693881
2001,Trevor Booker,7.41957538
2001,Ed Davis,6.51119727
2001,Ian Mahinmi,5.68195352
2001,Robin Lopez,9.4001701
2001,Ekpe Udoh,4.13173302
2001,Bismack Biyombo,5.36007897
2001,Enes Kanter,11.3902209
2001,Nikola Vucevic,15.4933056
2001,Quincy Pondexter,5.92121351
2001,Shelvin Mack,6.65258375
2001,Damian Lillard,24.4273789
2001,Jeremy Lin,11.6808232
2001,Kenneth Faried,11.868446
2001,Harrison Barnes,13.9728792
2001,Kyle Singler,6.93463056
2001,Jimmy Butler,18.057898
2001,Michael Kidd-Gilchrist,8.51826456
2001,Lance Stephenson,9.48209791
2001,Kosta Koufos,6.61965316
2001,Maurice Harkless,7.42820222
2001,Tyler Zeller,6.79052575
2001,Marcus Morris,12.5256334
2001,E'Twaun Moore,9.41228937
2001,Brian Roberts,7.72827635
2001,Jonas Valanciunas,11.985114
2001,P.J. Tucker,7.49279439
2001,Terrence Ross,11.1109989
2001,Lavoy Allen,4.69295151
2001,Jae Crowder,9.6769419
2001,Austin Rivers,9.52429627
2001,Reggie Jackson,13.4301611
2001,Thomas Robinson,4.64131455
2001,Will Barton,12.5593805
2001,Pablo Prigioni,3.80759663
2001,Draymond Green,8.92082394
2001,Festus Ezeli,2.44871795
2001,Lance Thomas,3.30380775
2001,Kent Bazemore,9.01192554
2001,Kyrie Irving,23.2000038
2001,Bradley Beal,22.3785148
2001,Michael Carter-Williams,15.6538961
2001,Dion Waiters,12.4730769
2001,Victor Oladipo,17.5986733
2001,Andre Drummond,15.319585
2001,Gerald Henderson,11.003143
2001,Khris Middleton,17.1529872
2001,Jared Sullinger,11.7832833
2001,Terrence Jones,12.1184211
2001,Trey Burke,10.3669141
2001,Patty Mills,9.95046838
2001,Tim Hardaway Jr.,13.9954358
2001,Ricky Rubio,11.5962608
2001,John Henson,7.85899493
2001,Timofey Mozgov,8.44386731
2001,Mike Scott,7.35886312
2001,Ben McLemore,9.77800148
2001,Jeremy Lamb,11.799713
2001,Miles Plumlee,6.05119863
2001,Evan Fournier,14.9093469
